tau,coef,se,ci_lo,ci_hi
-4,-.008173205,.007518766,-.022909986,.0065635755
-3,-.00065701059,.0046103233,-.0096932435,.0083792228
-2,-.0016818858,.0029632153,-.0074897879,.0041260161
-1,0,0,0,0
0,-.00062823622,.0023468852,-.0052281311,.0039716586
+1,-.0046110055,.0040593194,-.012567272,.0033452606
+2,-.0087989625,.0061362619,-.020826036,.0032281114
+3,-.012947485,.0070877573,-.026839489,.00094451947
+4,-.024993345,.011500082,-.047533505,-.0024531833
