tau,coef,se,ci_lo,ci_hi
-4,-.020362962,.021827374,-.063144617,.022418689
-3,-.018143583,.016016344,-.049535617,.013248451
-2,-.0086878315,.0094663361,-.02724185,.0098661864
-1,0,0,0,0
0,-.016454382,.011711504,-.03940893,.0065001668
+1,-.032290019,.012567969,-.056923237,-.0076567996
+2,-.028881039,.018360607,-.064867832,.0071057514
+3,-.010814143,.026313396,-.062388401,.040760115
+4,.0029119127,.037478037,-.07054504,.076368868
