tau,coef,se,ci_lo,ci_hi
-4,-.010669684,.011251684,-.032722984,.011383616
-3,.0054658209,.0074046473,-.0090472875,.019978929
-2,-.00077446428,.0037873741,-.0081977174,.0066487887
-1,0,0,0,0
0,.00029196177,.0042987922,-.0081336712,.0087175947
+1,-.0042346232,.0059920191,-.015978981,.007509734
+2,-.0050215269,.0085771289,-.021832701,.011789647
+3,-.0061232564,.010664262,-.02702521,.014778698
+4,-.020881003,.013652476,-.047639858,.0058778506
